framenr,riders,numbers,boxes
12,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(605, 412, 655, 478), (683, 412, 745, 479), (1358, 482, 1468, 578), (1480, 464, 1585, 568), (1035, 429, 1098, 491), (1088, 428, 1154, 486)]"
13,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(598, 408, 652, 475), (677, 411, 740, 476), (1357, 477, 1465, 573), (1481, 462, 1585, 561), (1028, 426, 1092, 486), (1082, 425, 1147, 482)]"
14,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(597, 403, 648, 472), (673, 405, 735, 474), (1356, 472, 1465, 568), (1480, 459, 1582, 560), (1022, 421, 1085, 482), (1079, 422, 1145, 477)]"
15,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(595, 396, 648, 465), (671, 400, 734, 467), (1357, 468, 1461, 567), (1478, 453, 1581, 552), (1013, 413, 1075, 476), (1071, 413, 1139, 471)]"
16,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(595, 392, 647, 459), (671, 396, 731, 461), (1358, 468, 1458, 557), (1480, 454, 1580, 553), (1007, 408, 1072, 472), (1068, 409, 1133, 467)]"
17,"['Christophe LAPORTE', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '14', '97', '97', '61', '6']","[(594, 391, 644, 456), (668, 391, 728, 458), (1358, 466, 1459, 554), (1480, 449, 1581, 553), (1003, 402, 1068, 464), (1063, 398, 1127, 459)]"
18,"['Christophe LAPORTE', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '14', '97', '97', '61', '6']","[(594, 391, 644, 455), (669, 389, 729, 457), (1361, 461, 1464, 553), (1483, 445, 1584, 554), (1001, 399, 1064, 461), (1058, 400, 1123, 459)]"
19,"['Christophe LAPORTE', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '14', '97', '97', '61', '6']","[(594, 394, 645, 458), (668, 391, 728, 457), (1363, 455, 1471, 544), (1484, 444, 1590, 552), (998, 400, 1059, 460), (1053, 400, 1119, 459)]"
20,"['Christophe LAPORTE', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '14', '97', '97', '61', '6']","[(591, 394, 644, 462), (667, 392, 726, 459), (1361, 448, 1476, 541), (1490, 436, 1593, 545), (997, 400, 1058, 459), (1049, 401, 1118, 461)]"
21,"['Christophe LAPORTE', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '14', '97', '97', '61', '6']","[(589, 394, 643, 461), (665, 390, 727, 457), (1363, 443, 1475, 536), (1492, 432, 1595, 533), (994, 397, 1057, 458), (1047, 397, 1116, 461)]"
22,"['Christophe LAPORTE', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '14', '97', '97', '61', '6']","[(587, 394, 639, 459), (663, 386, 723, 452), (1361, 437, 1475, 533), (1486, 428, 1594, 531), (985, 395, 1052, 457), (1045, 397, 1113, 458)]"
23,"['Christophe LAPORTE', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['14', '14', '97', '97', '61', '6']","[(581, 388, 634, 456), (659, 382, 719, 448), (1360, 433, 1473, 526), (1485, 420, 1593, 529), (984, 386, 1047, 449), (1041, 389, 1109, 449)]"
24,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(572, 380, 627, 449), (651, 376, 712, 442), (1357, 430, 1468, 523), (1479, 416, 1592, 527), (981, 379, 1045, 439), (1041, 383, 1106, 444)]"
25,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(567, 375, 623, 443), (647, 371, 707, 435), (1348, 424, 1462, 517), (1474, 411, 1580, 516), (977, 372, 1043, 431), (1035, 376, 1102, 436)]"
26,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(558, 371, 614, 436), (639, 367, 700, 433), (1339, 419, 1457, 513), (1462, 407, 1572, 507), (974, 369, 1035, 424), (1029, 367, 1100, 429)]"
27,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(551, 363, 606, 431), (628, 360, 691, 429), (1330, 412, 1445, 494), (1454, 393, 1563, 496), (971, 360, 1032, 419), (1026, 364, 1100, 422)]"
28,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(541, 356, 600, 425), (622, 356, 685, 425), (1320, 405, 1443, 489), (1442, 386, 1551, 483), (962, 358, 1027, 415), (1022, 360, 1095, 415)]"
29,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(532, 349, 591, 420), (612, 353, 677, 423), (1312, 397, 1424, 484), (1437, 379, 1540, 478), (959, 353, 1024, 412), (1016, 351, 1079, 408)]"
30,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(526, 345, 582, 414), (607, 346, 670, 417), (1306, 383, 1415, 471), (1432, 367, 1537, 472), (949, 348, 1019, 407), (1016, 351, 1079, 408)]"
31,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(522, 332, 578, 402), (602, 335, 665, 406), (1302, 374, 1410, 466), (1429, 361, 1531, 460), (946, 335, 1008, 396), (1016, 351, 1079, 408)]"
32,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK']","['4', '14', '97', '97', '61']","[(516, 319, 575, 387), (596, 320, 661, 392), (1295, 365, 1403, 463), (1423, 351, 1528, 457), (938, 320, 1003, 383)]"
33,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(509, 309, 567, 376), (588, 307, 654, 380), (1292, 354, 1396, 445), (1419, 340, 1519, 443), (929, 308, 999, 371), (989, 305, 1054, 362)]"
34,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(503, 296, 559, 365), (583, 297, 647, 368), (1287, 347, 1389, 436), (1414, 333, 1516, 436), (926, 297, 992, 362), (985, 296, 1053, 353)]"
35,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(500, 289, 553, 358), (578, 290, 640, 358), (1284, 334, 1385, 434), (1409, 323, 1511, 431), (923, 287, 984, 351), (978, 285, 1049, 345)]"
36,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(496, 286, 548, 352), (575, 284, 637, 353), (1282, 332, 1385, 431), (1407, 317, 1510, 432), (915, 283, 976, 345), (975, 283, 1041, 339)]"
37,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(494, 281, 548, 347), (573, 279, 636, 349), (1283, 329, 1392, 430), (1409, 318, 1513, 432), (915, 280, 974, 340), (973, 280, 1039, 338)]"
38,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(493, 278, 548, 345), (570, 275, 633, 343), (1285, 321, 1400, 424), (1413, 317, 1521, 428), (913, 277, 974, 339), (972, 278, 1039, 336)]"
39,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(493, 279, 548, 344), (570, 276, 633, 341), (1289, 320, 1403, 423), (1415, 316, 1521, 418), (914, 276, 975, 338), (974, 278, 1040, 337)]"
40,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(493, 276, 549, 343), (572, 274, 633, 340), (1292, 322, 1407, 424), (1425, 318, 1524, 422), (917, 277, 979, 337), (976, 277, 1043, 336)]"
41,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(493, 275, 549, 341), (572, 273, 634, 339), (1297, 333, 1409, 431), (1429, 327, 1528, 434), (923, 278, 985, 336), (978, 277, 1046, 338)]"
42,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(494, 271, 550, 338), (575, 270, 638, 338), (1306, 345, 1418, 438), (1432, 335, 1536, 438), (925, 277, 988, 336), (985, 279, 1049, 337)]"
43,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(498, 268, 554, 336), (580, 271, 640, 336), (1309, 359, 1424, 446), (1437, 346, 1544, 453), (930, 282, 990, 340), (988, 285, 1052, 342)]"
44,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(498, 268, 554, 336), (580, 271, 640, 336), (1310, 405, 1426, 488), (1440, 389, 1544, 488), (930, 282, 990, 340), (988, 285, 1052, 342)]"
45,"['Michael GOGL', 'Christophe LAPORTE', 'Jonas RUTSCH', 'Jonas RUTSCH', 'Thomas PIDCOCK', 'Gianni VERMEERSCH']","['4', '14', '97', '97', '61', '6']","[(498, 268, 554, 336), (580, 271, 640, 336), (1314, 433, 1427, 520), (1438, 417, 1546, 522), (930, 282, 990, 340), (988, 285, 1052, 342)]"
46,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Michael GOGL']","['97', '97', '4']","[(1316, 451, 1432, 534), (1447, 431, 1550, 526), (596, 363, 660, 429)]"
47,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Michael GOGL']","['97', '97', '4']","[(1323, 466, 1438, 553), (1454, 450, 1563, 552), (604, 384, 668, 452)]"
48,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Michael GOGL', 'Thomas PIDCOCK', 'Christophe LAPORTE']","['97', '97', '4', '61', '14']","[(1332, 477, 1453, 568), (1464, 460, 1573, 567), (614, 394, 681, 463), (952, 406, 1022, 469), (532, 393, 593, 457)]"
49,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Michael GOGL', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Gianni VERMEERSCH']","['97', '97', '4', '61', '14', '6']","[(1340, 481, 1457, 579), (1473, 464, 1584, 571), (624, 403, 691, 469), (961, 412, 1024, 474), (541, 396, 605, 463), (1020, 414, 1089, 468)]"
50,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Gianni VERMEERSCH']","['97', '97', '14', '61', '14', '6']","[(1355, 486, 1467, 579), (1483, 471, 1598, 575), (637, 403, 704, 473), (971, 417, 1035, 475), (554, 398, 617, 467), (1029, 416, 1098, 468)]"
51,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Gianni VERMEERSCH']","['97', '97', '14', '61', '14', '6']","[(1364, 485, 1482, 580), (1495, 468, 1614, 582), (649, 399, 718, 470), (978, 414, 1046, 472), (568, 399, 628, 468), (1039, 413, 1105, 467)]"
52,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Gianni VERMEERSCH']","['97', '97', '14', '61', '14', '6']","[(1380, 479, 1500, 573), (1509, 464, 1625, 573), (663, 392, 732, 462), (984, 405, 1050, 468), (581, 395, 642, 462), (1046, 403, 1112, 459)]"
53,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Gianni VERMEERSCH']","['97', '97', '14', '61', '14', '6']","[(1396, 470, 1507, 559), (1528, 458, 1633, 557), (676, 386, 746, 459), (997, 398, 1064, 459), (593, 391, 655, 459), (1054, 397, 1123, 450)]"
54,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Gianni VERMEERSCH']","['97', '97', '14', '61', '14', '6']","[(1406, 465, 1524, 556), (1534, 450, 1648, 555), (687, 382, 756, 455), (999, 392, 1066, 455), (604, 389, 665, 458), (1060, 394, 1126, 447)]"
55,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Gianni VERMEERSCH']","['97', '97', '14', '61', '14', '6']","[(1417, 458, 1536, 549), (1551, 448, 1663, 552), (695, 381, 762, 454), (1002, 388, 1070, 455), (612, 388, 672, 458), (1063, 393, 1131, 449)]"
56,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Thomas PIDCOCK', 'Christophe LAPORTE', 'Gianni VERMEERSCH']","['97', '97', '14', '61', '14', '6']","[(1432, 457, 1549, 546), (1562, 444, 1673, 553), (701, 385, 766, 454), (1008, 392, 1072, 458), (618, 390, 674, 460), (1068, 394, 1138, 450)]"
57,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Thomas PIDCOCK', 'Michael GOGL', 'Gianni VERMEERSCH']","['97', '97', '14', '61', '4', '6']","[(1440, 454, 1559, 553), (1573, 445, 1686, 552), (709, 390, 772, 460), (1010, 395, 1074, 460), (625, 396, 684, 464), (1070, 397, 1139, 456)]"
58,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Thomas PIDCOCK', 'Michael GOGL', 'Gianni VERMEERSCH']","['97', '97', '14', '61', '4', '6']","[(1451, 465, 1574, 561), (1577, 450, 1695, 555), (714, 400, 779, 469), (1015, 402, 1080, 468), (631, 405, 692, 476), (1072, 402, 1141, 463)]"
59,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Thomas PIDCOCK', 'Michael GOGL', 'Gianni VERMEERSCH']","['97', '97', '14', '61', '4', '6']","[(1458, 468, 1584, 563), (1588, 454, 1707, 560), (720, 409, 784, 478), (1020, 407, 1083, 473), (636, 413, 695, 483), (1076, 409, 1143, 469)]"
60,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Thomas PIDCOCK', 'Michael GOGL', 'Gianni VERMEERSCH']","['97', '97', '14', '61', '4', '6']","[(1466, 461, 1592, 553), (1595, 439, 1717, 550), (725, 409, 789, 482), (1022, 404, 1089, 468), (644, 411, 699, 482), (1080, 407, 1147, 463)]"
61,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Thomas PIDCOCK', 'Michael GOGL', 'Gianni VERMEERSCH']","['97', '97', '14', '61', '4', '6']","[(1471, 447, 1594, 535), (1600, 429, 1716, 530), (732, 395, 798, 469), (1022, 404, 1089, 468), (648, 396, 706, 466), (1079, 390, 1147, 449)]"
62,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Thomas PIDCOCK', 'Michael GOGL', 'Gianni VERMEERSCH']","['97', '97', '14', '61', '4', '6']","[(1472, 429, 1597, 514), (1601, 405, 1719, 509), (736, 373, 805, 449), (1022, 404, 1089, 468), (648, 396, 706, 466), (1079, 390, 1147, 449)]"
63,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Gianni VERMEERSCH']","['97', '97', '14', '4', '6']","[(1468, 402, 1596, 488), (1601, 405, 1719, 509), (739, 344, 806, 423), (648, 396, 706, 466), (1079, 390, 1147, 449)]"
64,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL']","['97', '97', '14', '4', '1']","[(1462, 375, 1588, 462), (1596, 350, 1718, 464), (744, 322, 809, 395), (662, 323, 718, 390), (1018, 320, 1083, 374)]"
65,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL']","['97', '97', '14', '4', '1']","[(1458, 349, 1588, 444), (1597, 328, 1710, 432), (747, 299, 814, 375), (666, 300, 721, 377), (1011, 296, 1081, 361)]"
66,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL']","['97', '97', '14', '4', '1']","[(1458, 330, 1585, 422), (1595, 307, 1712, 410), (749, 277, 819, 353), (668, 282, 722, 356), (1006, 276, 1076, 339)]"
67,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL']","['97', '97', '14', '4', '1']","[(1456, 310, 1581, 404), (1596, 288, 1709, 391), (750, 254, 821, 335), (668, 264, 725, 338), (1003, 259, 1072, 321)]"
68,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL', 'Gianni VERMEERSCH']","['97', '97', '14', '4', '1', '6']","[(1453, 295, 1576, 390), (1590, 271, 1709, 382), (752, 243, 824, 317), (673, 250, 725, 322), (995, 242, 1066, 308), (1056, 242, 1125, 299)]"
69,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL', 'Gianni VERMEERSCH']","['97', '97', '14', '4', '1', '6']","[(1451, 276, 1572, 377), (1583, 260, 1704, 366), (752, 230, 823, 307), (671, 244, 727, 317), (987, 225, 1057, 292), (1050, 225, 1120, 284)]"
70,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL', 'Gianni VERMEERSCH']","['97', '97', '14', '4', '1', '6']","[(1447, 264, 1566, 366), (1582, 244, 1700, 362), (749, 220, 822, 297), (670, 232, 726, 310), (980, 212, 1051, 281), (1050, 225, 1120, 284)]"
71,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL', 'Gianni VERMEERSCH']","['97', '97', '14', '4', '1', '6']","[(1445, 254, 1562, 352), (1582, 236, 1697, 340), (741, 208, 818, 289), (665, 224, 724, 302), (971, 203, 1044, 268), (1050, 225, 1120, 284)]"
72,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL']","['97', '97', '14', '4', '1']","[(1442, 239, 1563, 344), (1580, 224, 1697, 340), (739, 204, 816, 281), (659, 218, 721, 295), (957, 191, 1027, 259)]"
73,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL']","['97', '97', '14', '4', '1']","[(1437, 234, 1562, 341), (1576, 220, 1694, 338), (732, 200, 809, 274), (651, 213, 714, 292), (949, 188, 1024, 254)]"
74,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL']","['97', '97', '14', '4', '1']","[(1432, 235, 1559, 342), (1572, 220, 1691, 340), (722, 203, 797, 276), (643, 214, 706, 292), (940, 194, 1014, 261)]"
75,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL']","['97', '97', '14', '4', '1']","[(1429, 241, 1555, 348), (1572, 225, 1686, 338), (716, 209, 790, 287), (637, 223, 694, 296), (930, 196, 1004, 267)]"
76,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL']","['97', '97', '14', '4', '1']","[(1426, 263, 1555, 364), (1567, 243, 1681, 348), (709, 226, 782, 299), (626, 235, 684, 307), (930, 196, 1004, 267)]"
77,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL', 'Mathieu VAN DER POEL']","['97', '97', '14', '4', '1']","[(1426, 263, 1555, 364), (1567, 243, 1681, 348), (700, 250, 773, 325), (626, 235, 684, 307), (930, 196, 1004, 267)]"
78,"['Jonas RUTSCH', 'Jonas RUTSCH', 'Christophe LAPORTE', 'Michael GOGL']","['97', '97', '14', '4']","[(1426, 263, 1555, 364), (1567, 243, 1681, 348), (700, 250, 773, 325), (626, 235, 684, 307)]"
79,"['Christophe LAPORTE', 'Michael GOGL', 'Michael GOGL']","['14', '4', '4']","[(700, 250, 773, 325), (683, 327, 757, 397), (598, 329, 655, 398)]"
80,"['Michael GOGL', 'Michael GOGL', 'Jonas RUTSCH', 'Thomas PIDCOCK']","['4', '4', '97', '61', '9']","[(671, 343, 745, 413), (583, 346, 647, 418), (1390, 382, 1525, 478), (899, 328, 972, 386), (1520, 365, 1645, 459)]"
