framenr,riders,numbers,boxes
1,"['Jhonatan Manuel NARVAEZ PRADO', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['63', '86', '5', '221', '22', '8']","[(954, 725, 1054, 848), (758, 657, 875, 748), (1129, 709, 1253, 832), (370, 505, 428, 559), (420, 498, 475, 549), (823, 658, 889, 743)]"
2,"['Jhonatan Manuel NARVAEZ PRADO', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['63', '86', '5', '221', '22', '8']","[(952, 716, 1049, 839), (754, 658, 840, 754), (1127, 708, 1233, 829), (373, 504, 434, 560), (421, 497, 484, 550), (823, 658, 889, 743)]"
3,"['Jhonatan Manuel NARVAEZ PRADO', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['63', '86', '5', '221', '22', '8']","[(945, 711, 1046, 830), (759, 650, 850, 741), (1121, 701, 1227, 828), (382, 501, 439, 557), (432, 495, 489, 548), (823, 658, 889, 743)]"
4,"['Jhonatan Manuel NARVAEZ PRADO', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['63', '86', '5', '221', '22']","[(937, 709, 1041, 825), (761, 641, 849, 730), (1110, 695, 1221, 816), (387, 500, 444, 556), (439, 491, 491, 541)]"
5,"['Jhonatan Manuel NARVAEZ PRADO', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['63', '86', '5', '221', '22']","[(926, 706, 1037, 822), (765, 634, 846, 720), (1110, 695, 1221, 816), (392, 494, 447, 552), (445, 486, 496, 537)]"
6,"['Jhonatan Manuel NARVAEZ PRADO', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['63', '86', '5', '221', '22']","[(924, 707, 1035, 823), (773, 630, 846, 712), (1110, 695, 1221, 816), (397, 494, 452, 551), (447, 485, 500, 538)]"
7,"['Jhonatan Manuel NARVAEZ PRADO', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['63', '86', '221', '22']","[(920, 708, 1029, 813), (774, 625, 841, 705), (405, 494, 459, 550), (450, 485, 500, 534)]"
8,"['Jhonatan Manuel NARVAEZ PRADO', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['63', '86', '221', '221', '5']","[(913, 704, 1016, 807), (773, 620, 840, 699), (407, 493, 462, 548), (454, 486, 503, 531), (1060, 680, 1188, 784)]"
9,"['Daan HOOLE', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['53', '86', '221', '221', '5']","[(901, 699, 999, 802), (773, 620, 840, 699), (415, 486, 464, 540), (455, 480, 503, 530), (1046, 674, 1160, 781)]"
10,"['Daan HOOLE', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['53', '86', '221', '221', '5']","[(888, 696, 990, 802), (773, 620, 840, 699), (411, 486, 459, 542), (455, 474, 504, 527), (1034, 671, 1153, 772)]"
11,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '5']","[(878, 687, 978, 793), (414, 485, 463, 538), (458, 472, 507, 522), (1023, 660, 1134, 761)]"
12,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '5']","[(874, 676, 963, 779), (414, 481, 463, 535), (460, 472, 510, 522), (1016, 654, 1122, 749)]"
13,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '221', '221', '5', '86']","[(870, 667, 955, 768), (426, 473, 473, 524), (465, 468, 512, 518), (1013, 647, 1116, 745), (783, 596, 848, 672)]"
14,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '221', '221', '5', '86']","[(870, 664, 946, 761), (421, 475, 470, 526), (470, 471, 516, 518), (1006, 647, 1111, 746), (785, 592, 846, 667)]"
15,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '221', '221', '5', '86']","[(869, 657, 946, 760), (425, 476, 472, 525), (472, 472, 519, 519), (1007, 645, 1110, 746), (785, 592, 846, 667)]"
16,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '221', '221', '5', '86']","[(870, 645, 945, 749), (429, 474, 476, 523), (475, 472, 523, 518), (1008, 638, 1111, 745), (785, 592, 846, 667)]"
17,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Daan HOOLE']","['53', '221', '221', '53']","[(873, 642, 948, 735), (432, 472, 479, 520), (476, 471, 524, 516), (1012, 628, 1109, 739)]"
18,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Daan HOOLE']","['53', '221', '221', '53']","[(873, 635, 951, 727), (435, 470, 481, 518), (480, 470, 530, 515), (1015, 624, 1110, 731)]"
19,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Daan HOOLE']","['53', '221', '221', '53']","[(878, 627, 953, 719), (441, 470, 488, 517), (488, 469, 535, 512), (1017, 616, 1109, 717)]"
20,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Daan HOOLE']","['53', '221', '221', '53']","[(881, 625, 958, 711), (445, 468, 490, 515), (489, 466, 537, 511), (1014, 606, 1111, 709)]"
21,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '5']","[(886, 625, 965, 709), (449, 466, 493, 514), (492, 462, 539, 510), (1020, 603, 1116, 697)]"
22,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '5']","[(892, 620, 971, 709), (452, 466, 496, 514), (494, 461, 541, 508), (1021, 600, 1115, 691)]"
23,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '5']","[(896, 616, 974, 706), (457, 468, 503, 516), (499, 463, 547, 510), (1023, 597, 1116, 685)]"
24,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '5']","[(900, 614, 979, 709), (461, 467, 505, 515), (505, 462, 549, 510), (1022, 594, 1118, 683)]"
25,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '5']","[(903, 614, 983, 709), (468, 469, 512, 516), (508, 466, 555, 510), (1022, 585, 1118, 678)]"
26,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '5']","[(907, 605, 979, 704), (471, 470, 515, 518), (512, 465, 560, 509), (1023, 582, 1117, 672)]"
27,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '5']","[(909, 604, 978, 698), (477, 472, 521, 519), (518, 468, 562, 510), (1024, 580, 1118, 666)]"
28,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '5']","[(912, 603, 980, 694), (481, 474, 523, 518), (517, 468, 562, 510), (1030, 581, 1118, 664)]"
29,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '5']","[(917, 600, 983, 691), (484, 473, 526, 515), (517, 468, 562, 510), (1040, 579, 1120, 664)]"
30,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '5']","[(923, 591, 991, 682), (485, 469, 529, 513), (517, 468, 562, 510), (1043, 582, 1131, 668)]"
31,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Daan HOOLE']","['53', '221', '53']","[(930, 588, 996, 671), (487, 468, 530, 512), (1050, 574, 1135, 661)]"
32,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Daan HOOLE']","['53', '221', '53']","[(933, 581, 999, 665), (490, 465, 532, 510), (1054, 569, 1140, 657)]"
33,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Daan HOOLE']","['53', '221', '53']","[(938, 578, 1006, 658), (489, 465, 530, 508), (1056, 561, 1143, 651)]"
34,"['Jhonatan Manuel NARVAEZ PRADO', 'Guillaume VAN KEIRSBULCK', 'Daan HOOLE']","['63', '221', '53']","[(944, 575, 1010, 657), (489, 465, 530, 508), (1061, 561, 1150, 651)]"
35,"['Jhonatan Manuel NARVAEZ PRADO', 'Guillaume VAN KEIRSBULCK', 'Daan HOOLE']","['63', '221', '53']","[(946, 579, 1016, 657), (489, 465, 530, 508), (1063, 560, 1152, 647)]"
36,"['Jhonatan Manuel NARVAEZ PRADO', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK']","['63', '5', '221']","[(949, 577, 1021, 659), (1068, 560, 1154, 645), (492, 461, 531, 501)]"
37,"['Jhonatan Manuel NARVAEZ PRADO', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK']","['63', '5', '221']","[(956, 576, 1027, 660), (1069, 555, 1157, 642), (491, 455, 531, 497)]"
38,"['Jhonatan Manuel NARVAEZ PRADO', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK']","['63', '5', '221']","[(959, 577, 1029, 661), (1073, 557, 1158, 639), (491, 455, 531, 497)]"
39,"['Jhonatan Manuel NARVAEZ PRADO', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK']","['63', '5', '221']","[(960, 575, 1030, 657), (1073, 553, 1158, 635), (494, 449, 533, 488)]"
40,"['Jhonatan Manuel NARVAEZ PRADO', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK']","['63', '5', '221']","[(961, 573, 1029, 655), (1073, 553, 1159, 633), (494, 449, 533, 488)]"
41,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221']","[(962, 573, 1027, 654), (1073, 554, 1157, 630), (494, 449, 533, 488)]"
42,"['Daan HOOLE', 'Søren KRAGH ANDERSEN']","['53', '5']","[(963, 573, 1026, 653), (1073, 554, 1156, 635)]"
43,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221']","[(964, 578, 1026, 656), (1074, 558, 1158, 640), (498, 446, 537, 486)]"
44,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', ' Luca VAN BOVEN']","['53', '5', '221', '227']","[(965, 583, 1028, 662), (1078, 569, 1160, 650), (496, 446, 538, 489), (535, 447, 577, 486)]"
45,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', ' Luca VAN BOVEN']","['53', '5', '221', '227']","[(967, 583, 1032, 662), (1085, 575, 1165, 657), (498, 449, 537, 488), (535, 447, 577, 486)]"
46,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', ' Luca VAN BOVEN']","['53', '5', '221', '227']","[(970, 582, 1038, 658), (1086, 579, 1166, 662), (497, 450, 537, 490), (535, 447, 577, 486)]"
47,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221']","[(971, 580, 1041, 654), (1089, 579, 1168, 663), (497, 453, 537, 493)]"
48,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221']","[(973, 579, 1043, 653), (1092, 578, 1169, 660), (497, 454, 537, 494)]"
49,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221']","[(975, 582, 1046, 653), (1093, 577, 1172, 657), (496, 454, 537, 495)]"
50,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221']","[(977, 583, 1049, 657), (1093, 575, 1174, 656), (496, 455, 537, 497)]"
51,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221']","[(982, 584, 1052, 653), (1096, 574, 1178, 651), (498, 453, 537, 494)]"
52,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221']","[(985, 582, 1056, 655), (1100, 569, 1183, 646), (499, 450, 537, 492)]"
53,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221']","[(989, 582, 1057, 656), (1102, 568, 1183, 646), (499, 450, 537, 492)]"
54,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221']","[(991, 579, 1061, 657), (1105, 567, 1184, 646), (499, 450, 537, 492)]"
55,"['Daan HOOLE', 'Søren KRAGH ANDERSEN']","['53', '5', '8']","[(992, 579, 1062, 651), (1103, 565, 1188, 643), (906, 525, 945, 587)]"
56,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '8', '221', '221']","[(994, 573, 1066, 652), (1104, 559, 1181, 638), (906, 525, 945, 587), (509, 444, 547, 485), (545, 446, 587, 484)]"
57,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '8', '221', '221']","[(995, 565, 1065, 646), (1106, 554, 1186, 632), (913, 515, 966, 577), (516, 440, 553, 477), (545, 446, 587, 484)]"
58,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221', '221']","[(996, 563, 1069, 638), (1108, 548, 1184, 626), (916, 511, 968, 573), (519, 435, 558, 473), (545, 446, 587, 484)]"
59,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221']","[(1002, 556, 1069, 636), (1110, 545, 1187, 623), (920, 509, 971, 567), (521, 428, 562, 470)]"
60,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221']","[(1004, 552, 1069, 628), (1116, 543, 1188, 622), (921, 505, 974, 565), (521, 428, 562, 470)]"
61,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221']","[(1007, 549, 1074, 624), (1121, 540, 1197, 623), (924, 502, 978, 564), (531, 423, 570, 462)]"
62,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221', '522']","[(1012, 541, 1082, 621), (1130, 538, 1205, 622), (926, 496, 982, 561), (532, 422, 573, 465), (569, 425, 609, 464)]"
63,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221', '522']","[(1018, 538, 1090, 615), (1138, 535, 1212, 619), (925, 494, 985, 558), (536, 422, 575, 465), (569, 425, 609, 464)]"
64,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221', '522']","[(1024, 535, 1095, 610), (1144, 534, 1219, 614), (928, 492, 984, 553), (536, 422, 575, 465), (569, 425, 609, 464)]"
65,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221']","[(1030, 531, 1098, 607), (1148, 530, 1227, 610), (927, 486, 984, 550), (546, 418, 587, 462)]"
66,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '86', '221', '22']","[(1033, 530, 1102, 603), (1149, 521, 1232, 602), (928, 482, 985, 548), (551, 415, 592, 460), (588, 414, 629, 457)]"
67,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '86', '221', '22']","[(1037, 527, 1110, 602), (1154, 517, 1236, 599), (929, 478, 984, 543), (556, 413, 597, 457), (588, 414, 629, 457)]"
68,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '86', '221', '22']","[(1041, 525, 1116, 600), (1159, 520, 1241, 595), (930, 476, 985, 536), (556, 413, 597, 457), (588, 414, 629, 457)]"
69,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221']","[(1043, 523, 1117, 600), (1164, 511, 1237, 589), (930, 474, 986, 532), (556, 413, 597, 457)]"
70,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '5', '86']","[(1047, 521, 1119, 599), (1164, 511, 1236, 584), (930, 470, 991, 528)]"
71,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '5', '86']","[(1047, 520, 1119, 596), (1160, 506, 1237, 581), (932, 466, 993, 524)]"
72,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '5', '86']","[(1046, 517, 1122, 595), (1158, 502, 1237, 577), (936, 464, 996, 520)]"
73,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '5', '86']","[(1045, 510, 1123, 592), (1156, 498, 1236, 574), (936, 460, 998, 516)]"
74,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '5', '86']","[(1048, 509, 1122, 589), (1160, 496, 1236, 572), (939, 459, 1000, 515)]"
75,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '5', '86']","[(1048, 508, 1120, 585), (1162, 497, 1236, 572), (940, 459, 1003, 517)]"
76,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '5', '86']","[(1049, 509, 1118, 585), (1163, 499, 1236, 573), (941, 459, 1005, 516)]"
77,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '5', '86']","[(1050, 507, 1118, 586), (1164, 499, 1238, 577), (942, 460, 1006, 519)]"
78,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '5', '86']","[(1050, 504, 1118, 584), (1165, 500, 1242, 579), (941, 458, 1007, 519)]"
79,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221']","[(1050, 503, 1119, 581), (1166, 498, 1245, 581), (941, 457, 1003, 518), (586, 387, 624, 426)]"
80,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221']","[(1049, 499, 1119, 576), (1166, 496, 1243, 581), (935, 456, 997, 519), (588, 387, 626, 426)]"
81,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221']","[(1044, 498, 1119, 573), (1164, 496, 1243, 579), (930, 454, 991, 518), (588, 387, 626, 426)]"
82,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221']","[(1039, 494, 1117, 572), (1161, 497, 1240, 578), (928, 455, 985, 517), (588, 387, 626, 426)]"
83,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '5', '86']","[(1036, 494, 1112, 574), (1158, 493, 1238, 575), (924, 454, 974, 517)]"
84,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221']","[(1031, 496, 1110, 577), (1156, 490, 1235, 574), (919, 453, 970, 514), (586, 383, 625, 426)]"
85,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221']","[(1026, 498, 1109, 582), (1149, 489, 1232, 571), (915, 451, 967, 515), (585, 380, 625, 424)]"
86,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221']","[(1022, 499, 1105, 582), (1143, 491, 1228, 573), (913, 448, 966, 512), (585, 380, 625, 424)]"
87,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221']","[(1018, 501, 1104, 582), (1140, 491, 1220, 571), (911, 446, 966, 510), (586, 374, 627, 420)]"
88,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221']","[(1012, 500, 1098, 585), (1135, 491, 1216, 571), (907, 445, 962, 508), (586, 374, 627, 420)]"
89,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221']","[(1010, 499, 1094, 585), (1133, 490, 1213, 570), (906, 444, 959, 508), (586, 374, 627, 420)]"
90,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '5', '86']","[(1005, 498, 1088, 588), (1129, 487, 1209, 570), (906, 443, 957, 507)]"
91,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '5', '86']","[(1003, 498, 1080, 586), (1123, 487, 1204, 571), (905, 443, 953, 507)]"
92,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '5', '86']","[(1001, 501, 1077, 585), (1123, 493, 1203, 574), (905, 444, 952, 511)]"
93,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221']","[(999, 503, 1073, 587), (1121, 497, 1204, 581), (905, 444, 952, 511), (637, 366, 677, 409)]"
94,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '86', '221', '221']","[(997, 502, 1071, 587), (1121, 501, 1206, 590), (905, 444, 952, 511), (641, 364, 682, 408), (600, 363, 643, 409)]"
95,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(995, 501, 1071, 586), (1122, 502, 1205, 596), (644, 365, 684, 407), (606, 364, 646, 407)]"
96,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(993, 501, 1069, 585), (1124, 506, 1203, 598), (647, 365, 687, 407), (608, 363, 648, 407)]"
97,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(989, 501, 1069, 586), (1124, 508, 1200, 602), (649, 366, 689, 407), (612, 363, 653, 406)]"
98,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(991, 502, 1068, 589), (1122, 507, 1203, 602), (652, 365, 692, 407), (615, 363, 657, 405)]"
99,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK']","['53', '5', '221', '221']","[(989, 505, 1068, 591), (1119, 509, 1203, 603), (645, 364, 683, 407), (617, 363, 659, 409)]"
100,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '221', '22']","[(988, 509, 1069, 595), (1119, 512, 1203, 605), (619, 362, 663, 411), (617, 363, 659, 409), (659, 362, 700, 409)]"
101,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '221', '22']","[(987, 514, 1067, 601), (1118, 514, 1204, 608), (625, 365, 667, 412), (617, 363, 659, 409), (663, 363, 704, 409)]"
102,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '22']","[(989, 518, 1064, 608), (1113, 514, 1201, 608), (628, 366, 670, 412), (665, 363, 707, 408)]"
103,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '22']","[(983, 524, 1065, 612), (1112, 520, 1198, 607), (630, 365, 672, 410), (670, 363, 712, 407)]"
104,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '22']","[(976, 529, 1061, 618), (1103, 523, 1193, 610), (631, 365, 672, 411), (669, 363, 710, 409)]"
105,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Rui OLIVEIRA']","['53', '5', '221', '22']","[(973, 530, 1053, 622), (1100, 524, 1188, 611), (631, 366, 672, 413), (671, 364, 712, 410)]"
