framenr,riders,numbers,boxes
195,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Jasper DE BUYST', 'Jasper DE BUYST']","['53', '5', '221', '221', '43', '43']","[(1180, 687, 1278, 792), (1329, 700, 1422, 799), (581, 543, 623, 590), (625, 545, 665, 587), (948, 568, 994, 625), (907, 567, 956, 624)]"
196,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Jasper DE BUYST', 'Jasper DE BUYST']","['53', '5', '221', '221', '43', '43']","[(1162, 693, 1270, 797), (1317, 702, 1406, 800), (581, 541, 624, 590), (624, 542, 665, 589), (951, 569, 996, 627), (908, 568, 959, 625)]"
197,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Jasper DE BUYST', 'Jasper DE BUYST']","['53', '5', '221', '221', '43', '43']","[(1157, 696, 1261, 801), (1306, 701, 1400, 801), (582, 542, 624, 590), (625, 546, 667, 590), (955, 568, 1001, 624), (912, 568, 960, 624)]"
198,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Jasper DE BUYST', 'Jasper DE BUYST']","['53', '5', '221', '221', '43', '43']","[(1143, 704, 1256, 811), (1294, 707, 1389, 803), (585, 542, 626, 590), (627, 547, 669, 590), (960, 566, 1004, 623), (918, 569, 965, 623)]"
199,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Jasper DE BUYST', 'Jasper DE BUYST']","['53', '5', '221', '221', '43', '43']","[(1138, 711, 1251, 813), (1294, 707, 1389, 803), (588, 543, 629, 589), (630, 545, 670, 588), (965, 571, 1008, 630), (924, 569, 971, 626)]"
200,"['Daan HOOLE', 'Søren KRAGH ANDERSEN', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Jasper DE BUYST', 'Jasper DE BUYST']","['53', '5', '221', '221', '43', '43']","[(1128, 714, 1240, 819), (1294, 707, 1389, 803), (615, 545, 650, 589), (634, 545, 673, 589), (950, 569, 990, 628), (923, 570, 972, 627)]"
201,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Jasper DE BUYST', 'Jasper DE BUYST', 'Michael GOGL']","['53', '221', '221', '43', '43', '4']","[(1114, 717, 1229, 826), (597, 544, 638, 590), (639, 549, 680, 593), (926, 571, 976, 629), (923, 570, 972, 627), (970, 570, 1017, 628)]"
202,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Jasper DE BUYST', 'Jasper DE BUYST', 'Michael GOGL']","['53', '221', '221', '43', '43', '4']","[(1103, 717, 1215, 826), (600, 547, 640, 594), (640, 550, 683, 595), (931, 572, 980, 630), (923, 570, 972, 627), (971, 570, 1019, 631)]"
203,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Jasper DE BUYST', 'Michael GOGL', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '43', '4', '5']","[(1088, 717, 1205, 824), (607, 554, 646, 595), (648, 553, 689, 594), (934, 572, 985, 632), (973, 570, 1019, 630), (1227, 710, 1329, 800)]"
204,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Jasper DE BUYST', 'Michael GOGL', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '43', '4', '5']","[(1076, 724, 1181, 825), (610, 552, 651, 596), (653, 552, 692, 595), (954, 574, 1010, 630), (973, 570, 1019, 630), (1214, 713, 1314, 803)]"
205,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Jasper DE BUYST', 'Michael GOGL', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '43', '4', '5']","[(1056, 720, 1168, 832), (623, 554, 667, 598), (658, 554, 699, 598), (947, 572, 1006, 631), (973, 570, 1019, 630), (1206, 714, 1309, 805)]"
206,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Jasper DE BUYST', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '43', '5']","[(1055, 722, 1149, 823), (617, 555, 663, 603), (662, 554, 706, 600), (948, 573, 1009, 632), (1193, 720, 1293, 810)]"
207,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Jasper DE BUYST', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '43', '5']","[(1039, 721, 1138, 822), (622, 555, 667, 603), (664, 553, 708, 598), (948, 573, 1009, 632), (1189, 723, 1289, 814)]"
208,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Jasper DE BUYST', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '43', '5']","[(1033, 720, 1125, 819), (628, 557, 672, 603), (672, 557, 715, 601), (948, 573, 1009, 632), (1186, 724, 1281, 821)]"
209,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '5']","[(1023, 717, 1116, 811), (634, 556, 680, 603), (675, 557, 719, 601), (1177, 726, 1268, 827)]"
210,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '5']","[(1011, 712, 1110, 811), (635, 556, 681, 604), (679, 557, 723, 603), (1166, 727, 1255, 828)]"
211,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '5']","[(1010, 712, 1100, 808), (641, 559, 685, 605), (684, 560, 728, 602), (1166, 727, 1255, 828)]"
212,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '221', '221', '5', '86']","[(996, 711, 1090, 806), (649, 557, 692, 603), (687, 559, 731, 601), (1142, 725, 1230, 821), (1146, 596, 1218, 656)]"
213,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS']","['53', '221', '221', '5', '86']","[(986, 712, 1084, 807), (652, 555, 695, 602), (693, 559, 737, 601), (1142, 725, 1230, 821), (1127, 594, 1192, 653)]"
214,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Søren KRAGH ANDERSEN', 'Elmar REINDERS', 'Elmar REINDERS']","['53', '221', '221', '5', '86', '86']","[(973, 713, 1077, 808), (659, 554, 705, 597), (699, 557, 742, 598), (1142, 725, 1230, 821), (1167, 594, 1231, 653), (1119, 593, 1176, 653)]"
215,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS']","['53', '221', '221', '86', '86']","[(968, 715, 1072, 809), (667, 551, 712, 597), (708, 554, 751, 597), (1174, 590, 1234, 651), (1120, 587, 1181, 650)]"
216,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS']","['53', '221', '221', '86', '86']","[(959, 708, 1062, 808), (672, 549, 717, 596), (713, 551, 762, 596), (1179, 587, 1235, 649), (1124, 584, 1186, 649)]"
217,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS']","['53', '221', '221', '86', '86']","[(946, 703, 1046, 806), (681, 549, 723, 594), (722, 549, 764, 593), (1190, 586, 1247, 649), (1134, 583, 1194, 648)]"
218,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS']","['53', '221', '221', '86', '86']","[(939, 702, 1030, 803), (686, 546, 732, 594), (732, 546, 776, 593), (1193, 585, 1251, 646), (1141, 582, 1197, 645)]"
219,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '86', '86', '5']","[(920, 702, 1018, 804), (694, 546, 739, 595), (737, 546, 783, 592), (1202, 582, 1254, 642), (1145, 583, 1204, 644), (1066, 698, 1160, 795)]"
220,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '86', '86', '5']","[(916, 697, 1004, 796), (701, 543, 745, 591), (745, 543, 790, 590), (1210, 581, 1267, 641), (1155, 581, 1212, 642), (1057, 696, 1145, 789)]"
221,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN']","['53', '221', '221', '86', '86', '5']","[(903, 692, 992, 790), (709, 541, 754, 591), (755, 538, 800, 587), (1215, 580, 1271, 638), (1161, 578, 1217, 639), (1050, 699, 1141, 790)]"
222,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Mathieu VAN DER POEL']","['53', '221', '221', '86', '86', '5', '1']","[(897, 693, 978, 786), (717, 541, 761, 589), (759, 535, 807, 584), (1219, 578, 1273, 635), (1166, 577, 1223, 636), (1046, 699, 1118, 793), (398, 561, 437, 597)]"
223,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Mathieu VAN DER POEL']","['53', '221', '221', '86', '86', '5', '1']","[(895, 688, 973, 784), (724, 540, 766, 589), (766, 533, 811, 579), (1223, 574, 1276, 631), (1171, 574, 1229, 634), (1043, 698, 1122, 797), (398, 561, 437, 597)]"
224,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Mathieu VAN DER POEL']","['53', '221', '221', '86', '86', '5', '1']","[(891, 686, 973, 777), (730, 535, 774, 581), (774, 532, 817, 576), (1227, 572, 1281, 628), (1174, 572, 1229, 630), (1042, 696, 1116, 800), (398, 561, 437, 597)]"
225,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST']","['53', '221', '221', '86', '86', '5', '43']","[(893, 681, 973, 770), (733, 530, 779, 579), (777, 526, 827, 576), (1234, 570, 1284, 625), (1182, 571, 1238, 629), (1042, 694, 1115, 798), (1083, 551, 1137, 604)]"
226,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST']","['53', '221', '221', '86', '86', '5', '43']","[(892, 675, 974, 767), (740, 529, 788, 578), (785, 524, 833, 572), (1238, 568, 1290, 623), (1186, 568, 1241, 627), (1040, 693, 1115, 795), (1087, 546, 1144, 602)]"
227,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST']","['53', '221', '221', '86', '86', '5', '43']","[(887, 674, 972, 766), (747, 527, 791, 573), (785, 523, 836, 572), (1245, 568, 1299, 623), (1192, 568, 1249, 626), (1039, 691, 1118, 795), (1093, 547, 1153, 603)]"
228,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST']","['53', '221', '221', '86', '86', '5', '43']","[(890, 678, 969, 769), (752, 526, 799, 573), (794, 524, 844, 573), (1251, 569, 1302, 624), (1197, 566, 1256, 625), (1038, 688, 1124, 793), (1100, 548, 1160, 606)]"
229,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST']","['53', '221', '221', '86', '86', '5', '43']","[(889, 681, 968, 773), (757, 527, 805, 575), (801, 526, 847, 573), (1259, 569, 1311, 625), (1206, 566, 1262, 626), (1037, 686, 1115, 796), (1105, 548, 1166, 605)]"
230,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST']","['53', '221', '221', '86', '86', '5', '43']","[(890, 683, 972, 777), (766, 529, 810, 570), (807, 526, 856, 569), (1266, 569, 1322, 623), (1214, 567, 1271, 623), (1039, 685, 1116, 787), (1116, 549, 1172, 606)]"
231,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST']","['53', '221', '221', '86', '86', '5', '43']","[(894, 683, 973, 778), (777, 531, 822, 575), (807, 526, 856, 569), (1275, 569, 1329, 624), (1219, 568, 1281, 625), (1044, 685, 1117, 782), (1122, 552, 1177, 608)]"
232,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST']","['53', '221', '221', '86', '86', '5', '43']","[(888, 683, 973, 782), (782, 529, 834, 575), (807, 526, 856, 569), (1286, 571, 1340, 625), (1232, 568, 1291, 626), (1036, 683, 1119, 785), (1130, 552, 1189, 608)]"
233,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST']","['53', '221', '86', '86', '5', '43']","[(883, 686, 974, 784), (791, 530, 838, 572), (1294, 571, 1350, 625), (1239, 568, 1300, 626), (1033, 682, 1126, 786), (1137, 551, 1194, 610)]"
234,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST']","['53', '221', '86', '86', '5', '43']","[(887, 689, 972, 785), (798, 530, 846, 575), (1305, 573, 1363, 628), (1244, 572, 1306, 628), (1027, 679, 1121, 783), (1141, 554, 1201, 609)]"
235,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Rui OLIVEIRA']","['53', '221', '86', '86', '5', '43', '22']","[(884, 689, 968, 788), (806, 531, 856, 577), (1313, 573, 1368, 631), (1255, 574, 1314, 631), (1028, 678, 1118, 781), (1148, 556, 1202, 610), (849, 529, 898, 573)]"
236,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Rui OLIVEIRA']","['53', '221', '86', '86', '5', '43', '22']","[(881, 686, 967, 785), (813, 531, 860, 577), (1319, 576, 1375, 632), (1266, 574, 1323, 632), (1031, 681, 1124, 783), (1151, 556, 1210, 609), (853, 528, 902, 572)]"
237,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Rui OLIVEIRA']","['53', '221', '86', '86', '5', '43', '22']","[(884, 684, 963, 779), (820, 534, 865, 577), (1325, 577, 1384, 633), (1270, 578, 1326, 635), (1034, 687, 1123, 786), (1154, 558, 1211, 610), (859, 527, 909, 572)]"
238,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Rui OLIVEIRA']","['53', '221', '86', '86', '5', '43', '22']","[(885, 684, 966, 779), (823, 536, 872, 582), (1332, 579, 1389, 634), (1279, 578, 1335, 635), (1033, 685, 1119, 791), (1191, 560, 1225, 609), (868, 530, 912, 575)]"
239,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Rui OLIVEIRA']","['53', '221', '86', '86', '5', '43', '22']","[(889, 685, 971, 776), (825, 536, 875, 582), (1332, 578, 1391, 631), (1283, 578, 1339, 632), (1040, 690, 1122, 794), (1167, 555, 1214, 608), (868, 530, 912, 575)]"
240,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Rui OLIVEIRA']","['53', '221', '86', '86', '5', '43', '22']","[(887, 683, 979, 774), (826, 534, 875, 581), (1336, 578, 1390, 629), (1287, 578, 1341, 632), (1045, 691, 1124, 793), (1170, 557, 1216, 606), (868, 530, 912, 575)]"
241,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST']","['53', '221', '86', '86', '5', '43']","[(897, 677, 981, 771), (828, 533, 878, 579), (1342, 576, 1393, 628), (1291, 577, 1345, 633), (1049, 687, 1133, 792), (1172, 558, 1218, 608)]"
242,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST']","['53', '221', '86', '86', '5', '43']","[(900, 676, 983, 768), (829, 532, 880, 579), (1346, 575, 1399, 628), (1291, 577, 1348, 632), (1051, 684, 1136, 788), (1172, 559, 1220, 607)]"
243,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL']","['53', '221', '86', '86', '5', '43', '4']","[(901, 678, 986, 767), (830, 528, 884, 575), (1347, 575, 1400, 628), (1292, 577, 1347, 633), (1052, 681, 1140, 787), (1173, 559, 1219, 608), (1210, 562, 1248, 606)]"
244,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL']","['53', '221', '86', '86', '5', '43', '4']","[(899, 678, 991, 775), (831, 523, 889, 573), (1350, 575, 1403, 630), (1295, 577, 1351, 634), (1051, 679, 1143, 786), (1175, 560, 1221, 610), (1211, 563, 1249, 609)]"
245,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL']","['53', '221', '86', '86', '5', '43', '4']","[(906, 679, 996, 776), (831, 522, 889, 571), (1350, 576, 1405, 629), (1298, 578, 1352, 632), (1052, 678, 1141, 781), (1175, 561, 1222, 612), (1211, 564, 1249, 610)]"
246,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL']","['53', '221', '86', '86', '5', '43', '4']","[(907, 681, 999, 777), (831, 522, 889, 571), (1353, 576, 1408, 629), (1300, 577, 1357, 632), (1054, 679, 1143, 779), (1175, 561, 1222, 611), (1211, 564, 1248, 610)]"
247,"['Daan HOOLE', 'Guillaume VAN KEIRSBULCK', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL']","['53', '221', '86', '86', '5', '43', '4']","[(903, 680, 996, 778), (831, 522, 889, 571), (1355, 576, 1411, 631), (1301, 577, 1359, 631), (1054, 679, 1143, 779), (1175, 560, 1223, 612), (1212, 560, 1250, 608)]"
248,"['Daan HOOLE', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL']","['53', '86', '86', '5', '43', '4']","[(901, 680, 995, 779), (1358, 578, 1415, 632), (1303, 576, 1362, 631), (1046, 675, 1137, 773), (1173, 561, 1221, 611), (1210, 562, 1248, 607)]"
249,"['Daan HOOLE', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL']","['53', '86', '86', '5', '43', '4']","[(896, 679, 990, 781), (1359, 577, 1417, 631), (1304, 576, 1363, 630), (1045, 673, 1138, 775), (1171, 559, 1218, 611), (1209, 561, 1249, 608)]"
250,"['Daan HOOLE', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL']","['53', '86', '86', '5', '43', '4']","[(895, 677, 987, 784), (1359, 577, 1420, 630), (1305, 576, 1363, 629), (1040, 670, 1135, 769), (1171, 559, 1221, 610), (1207, 560, 1247, 608)]"
251,"['Daan HOOLE', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL', 'Guillaume VAN KEIRSBULCK']","['53', '86', '86', '5', '43', '4', '221']","[(893, 677, 983, 779), (1361, 577, 1420, 632), (1307, 575, 1366, 630), (1039, 672, 1130, 769), (1170, 557, 1220, 609), (1205, 558, 1246, 606), (825, 529, 876, 578)]"
252,"['Daan HOOLE', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL', 'Guillaume VAN KEIRSBULCK']","['53', '86', '86', '5', '43', '4', '221']","[(893, 677, 981, 779), (1364, 578, 1422, 633), (1310, 576, 1369, 632), (1041, 676, 1128, 774), (1169, 557, 1218, 609), (1207, 559, 1247, 607), (828, 529, 877, 578)]"
253,"['Daan HOOLE', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL', 'Guillaume VAN KEIRSBULCK']","['53', '86', '86', '5', '43', '4', '221']","[(891, 678, 978, 778), (1368, 580, 1427, 635), (1314, 576, 1371, 633), (1044, 677, 1130, 782), (1168, 555, 1217, 608), (1208, 558, 1249, 606), (827, 531, 875, 579)]"
254,"['Daan HOOLE', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL', 'Guillaume VAN KEIRSBULCK']","['53', '86', '86', '5', '43', '4', '221']","[(894, 679, 983, 779), (1368, 579, 1428, 634), (1315, 576, 1372, 634), (1049, 682, 1131, 784), (1169, 556, 1217, 608), (1210, 559, 1252, 607), (827, 534, 876, 580)]"
255,"['Daan HOOLE', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL', 'Guillaume VAN KEIRSBULCK']","['53', '86', '86', '5', '43', '4', '221']","[(899, 673, 989, 776), (1370, 579, 1427, 635), (1316, 577, 1372, 635), (1054, 685, 1134, 790), (1169, 556, 1216, 609), (1210, 557, 1253, 606), (828, 532, 877, 580)]"
256,"['Daan HOOLE', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL', 'Guillaume VAN KEIRSBULCK']","['53', '86', '86', '5', '43', '4', '221']","[(909, 673, 995, 768), (1369, 578, 1423, 637), (1315, 578, 1372, 637), (1064, 686, 1141, 793), (1169, 556, 1216, 608), (1209, 558, 1252, 608), (827, 534, 880, 584)]"
257,"['Daan HOOLE', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL', 'Guillaume VAN KEIRSBULCK']","['53', '86', '86', '5', '43', '4', '221']","[(914, 673, 1001, 765), (1369, 579, 1425, 637), (1315, 579, 1373, 639), (1068, 683, 1142, 791), (1169, 557, 1218, 609), (1210, 565, 1254, 611), (826, 535, 879, 586)]"
258,"['Daan HOOLE', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL', 'Guillaume VAN KEIRSBULCK']","['53', '86', '86', '5', '43', '4', '221']","[(916, 673, 1007, 768), (1371, 582, 1427, 639), (1317, 579, 1374, 639), (1068, 683, 1142, 791), (1169, 555, 1218, 610), (1211, 562, 1255, 612), (826, 536, 878, 588)]"
259,"['Daan HOOLE', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL', 'Guillaume VAN KEIRSBULCK']","['53', '86', '86', '5', '43', '4', '221']","[(920, 675, 1013, 775), (1375, 582, 1432, 639), (1318, 579, 1377, 641), (1078, 680, 1159, 783), (1169, 555, 1219, 611), (1211, 562, 1255, 613), (827, 535, 880, 586)]"
260,"['Daan HOOLE', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL', 'Guillaume VAN KEIRSBULCK', 'Pavel BITTNER']","['53', '86', '86', '5', '43', '4', '221', '122']","[(931, 682, 1022, 776), (1376, 581, 1433, 641), (1321, 580, 1381, 641), (1090, 684, 1172, 783), (1169, 553, 1218, 609), (1212, 557, 1255, 611), (827, 534, 879, 584), (867, 531, 916, 578)]"
261,"['Daan HOOLE', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL', 'Guillaume VAN KEIRSBULCK', 'Pavel BITTNER']","['53', '86', '86', '5', '43', '4', '221', '122']","[(940, 688, 1032, 784), (1378, 582, 1434, 641), (1324, 582, 1383, 640), (1091, 690, 1176, 785), (1171, 555, 1221, 610), (1212, 559, 1256, 612), (827, 535, 883, 583), (867, 531, 916, 578)]"
262,"['Daan HOOLE', 'Elmar REINDERS', 'Elmar REINDERS', 'Søren KRAGH ANDERSEN', 'Jasper DE BUYST', 'Michael GOGL', 'Guillaume VAN KEIRSBULCK', 'Pavel BITTNER']","['53', '86', '86', '5', '43', '4', '221', '122']","[(945, 686, 1036, 786), (1379, 582, 1437, 641), (1326, 583, 1384, 640), (1096, 687, 1177, 787), (1174, 554, 1224, 610), (1215, 558, 1258, 613), (827, 535, 883, 584), (867, 531, 916, 578)]"
