                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3933,                 2.0951,                 1.5058,                0.79851,                 0.5423,                0.63437,                 0.4301,                  1.346,                 3.5734,                 1.4632,             0.00023786,             0.00023786,             0.00023786
