framenr,riders,numbers,boxes
136,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Mathieu VAN DER POEL', 'Magnus SHEFFIELD']","['204', '204', '55', '72', '55', '72', '191', '11', '1', '19', '66']","[(1147, 444, 1246, 534), (1246, 436, 1338, 529), (604, 420, 664, 489), (716, 435, 801, 516), (547, 427, 603, 489), (798, 433, 883, 507), (799, 311, 857, 362), (958, 361, 1023, 417), (979, 358, 1032, 415), (840, 310, 885, 357), (1061, 376, 1131, 444)]"
137,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Mathieu VAN DER POEL', 'Magnus SHEFFIELD']","['204', '204', '55', '72', '55', '72', '191', '11', '1', '66']","[(1157, 438, 1251, 532), (1258, 437, 1346, 531), (613, 416, 675, 490), (725, 432, 811, 514), (553, 425, 613, 490), (805, 429, 889, 507), (802, 308, 865, 366), (948, 359, 1008, 415), (980, 355, 1035, 412), (1061, 377, 1138, 444)]"
138,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Mathieu VAN DER POEL']","['204', '204', '55', '72', '55', '72', '191', '11', '1', '662']","[(1166, 435, 1259, 529), (1265, 436, 1352, 532), (620, 416, 685, 486), (736, 430, 817, 513), (560, 422, 622, 489), (810, 425, 899, 503), (802, 308, 865, 366), (941, 358, 989, 415), (981, 353, 1036, 411), (1065, 379, 1139, 444)]"
139,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Stefan KÜNG', 'Wout VAN AERT', 'Mathieu VAN DER POEL']","['204', '204', '55', '72', '55', '72', '191', '11', '1', '662']","[(1169, 434, 1267, 527), (1267, 434, 1357, 531), (628, 415, 689, 483), (745, 431, 823, 508), (569, 422, 628, 487), (820, 421, 907, 496), (802, 308, 865, 366), (943, 357, 993, 414), (981, 352, 1035, 408), (1069, 375, 1145, 436)]"
140,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Mathieu VAN DER POEL']","['204', '204', '55', '72', '55', '72', '11', '1', '662']","[(1180, 432, 1273, 519), (1277, 433, 1370, 524), (632, 415, 695, 483), (754, 428, 834, 509), (573, 421, 631, 486), (833, 422, 912, 493), (958, 355, 1028, 410), (987, 352, 1038, 407), (1072, 372, 1147, 436)]"
141,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Mathieu VAN DER POEL']","['204', '204', '55', '72', '55', '72', '11', '1', '662']","[(1185, 428, 1282, 516), (1283, 428, 1374, 522), (636, 415, 701, 485), (760, 429, 839, 508), (576, 419, 637, 485), (841, 422, 920, 494), (948, 353, 1003, 412), (989, 351, 1037, 408), (1076, 372, 1150, 435)]"
142,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Mathieu VAN DER POEL', 'Magnus SHEFFIELD']","['204', '204', '55', '72', '55', '72', '11', '1', '66']","[(1193, 427, 1288, 516), (1287, 426, 1381, 523), (639, 413, 704, 484), (768, 430, 846, 509), (579, 418, 640, 485), (849, 425, 928, 499), (954, 352, 1009, 411), (996, 349, 1045, 407), (1080, 370, 1154, 435)]"
143,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Mathieu VAN DER POEL', 'Magnus SHEFFIELD', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '11', '1', '66', '67']","[(1202, 427, 1295, 515), (1298, 425, 1392, 520), (647, 417, 709, 485), (775, 428, 857, 508), (585, 420, 645, 486), (856, 425, 938, 506), (960, 351, 1010, 411), (1001, 348, 1049, 406), (1084, 372, 1160, 435), (552, 324, 612, 372)]"
144,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Mathieu VAN DER POEL', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '11', '1', '662', '67']","[(1208, 429, 1301, 521), (1304, 427, 1400, 521), (653, 416, 711, 488), (782, 428, 862, 507), (589, 419, 651, 485), (866, 426, 944, 506), (963, 348, 1015, 409), (1005, 348, 1051, 404), (1086, 372, 1164, 435), (552, 324, 612, 372)]"
145,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Mathieu VAN DER POEL', 'Magnus SHEFFIELD', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '11', '1', '66', '67']","[(1214, 431, 1311, 523), (1309, 427, 1403, 521), (656, 418, 719, 488), (789, 428, 868, 505), (593, 418, 655, 484), (873, 425, 951, 506), (963, 347, 1017, 410), (1002, 346, 1056, 403), (1089, 372, 1166, 434), (552, 324, 612, 372)]"
146,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Mathieu VAN DER POEL', 'Magnus SHEFFIELD']","['204', '204', '55', '72', '55', '72', '11', '1', '66']","[(1216, 431, 1313, 522), (1313, 423, 1406, 516), (659, 418, 724, 488), (795, 426, 878, 505), (597, 417, 661, 483), (877, 424, 957, 504), (968, 349, 1019, 408), (1005, 346, 1059, 403), (1088, 371, 1168, 435)]"
147,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Mathieu VAN DER POEL', 'Magnus SHEFFIELD']","['204', '204', '55', '72', '55', '72', '11', '1', '66']","[(1220, 429, 1319, 519), (1317, 422, 1413, 511), (664, 416, 729, 486), (801, 427, 883, 501), (602, 417, 665, 484), (884, 421, 962, 500), (965, 350, 1016, 409), (1006, 347, 1059, 406), (1087, 370, 1172, 434)]"
148,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Mathieu VAN DER POEL', 'Magnus SHEFFIELD']","['204', '204', '55', '72', '55', '72', '11', '1', '66']","[(1225, 428, 1322, 516), (1323, 420, 1418, 512), (670, 418, 734, 486), (809, 424, 888, 502), (608, 418, 669, 484), (894, 418, 972, 495), (967, 349, 1017, 408), (1007, 346, 1061, 404), (1084, 369, 1172, 434)]"
149,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Mathieu VAN DER POEL', 'Magnus SHEFFIELD']","['204', '204', '55', '72', '55', '72', '11', '1', '66']","[(1227, 426, 1326, 514), (1327, 415, 1417, 511), (675, 416, 738, 488), (814, 424, 901, 505), (613, 418, 675, 484), (897, 420, 981, 498), (967, 347, 1020, 408), (1007, 344, 1062, 402), (1094, 363, 1178, 428)]"
150,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Mathieu VAN DER POEL', 'Magnus SHEFFIELD']","['204', '204', '55', '72', '55', '72', '11', '1', '66']","[(1231, 422, 1328, 512), (1329, 414, 1421, 505), (678, 416, 741, 487), (816, 425, 906, 508), (616, 418, 676, 485), (903, 419, 990, 502), (965, 346, 1015, 404), (1007, 342, 1061, 401), (1092, 355, 1178, 418)]"
151,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Mathieu VAN DER POEL']","['204', '204', '55', '72', '55', '72', '11', '1', '662']","[(1234, 416, 1329, 508), (1329, 412, 1422, 504), (681, 415, 745, 489), (821, 426, 908, 511), (620, 419, 679, 486), (904, 417, 988, 498), (961, 344, 1018, 404), (1005, 340, 1064, 399), (1080, 357, 1155, 426)]"
152,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Mathieu VAN DER POEL']","['204', '204', '55', '72', '55', '72', '11', '1', '662']","[(1236, 412, 1330, 504), (1330, 412, 1423, 504), (681, 415, 747, 489), (823, 425, 910, 512), (622, 420, 680, 486), (905, 414, 990, 494), (958, 340, 1013, 400), (1002, 333, 1061, 394), (1081, 355, 1170, 418)]"
153,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '11', '11', '662']","[(1237, 411, 1332, 500), (1330, 412, 1424, 507), (685, 415, 745, 484), (823, 424, 910, 512), (625, 420, 682, 485), (903, 414, 991, 491), (951, 338, 1008, 396), (998, 334, 1058, 393), (1106, 352, 1180, 411)]"
154,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '11', '11', '662']","[(1238, 410, 1333, 499), (1330, 411, 1427, 507), (686, 415, 747, 488), (825, 424, 914, 511), (624, 418, 684, 488), (904, 413, 995, 491), (948, 341, 1001, 395), (992, 334, 1055, 394), (1115, 351, 1179, 409)]"
155,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Wout VAN AERT', 'Magnus SHEFFIELD']","['204', '204', '55', '72', '55', '72', '11', '11', '66', '9']","[(1240, 410, 1338, 496), (1333, 410, 1429, 506), (687, 416, 749, 487), (829, 426, 915, 511), (625, 419, 685, 488), (911, 413, 997, 493), (948, 342, 1004, 397), (991, 338, 1050, 397), (1079, 354, 1146, 422), (1128, 351, 1184, 410)]"
156,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Wout VAN AERT', 'Magnus SHEFFIELD', 'Stefan KÜNG']","['204', '204', '55', '72', '55', '72', '11', '11', '66', '9', '191']","[(1241, 409, 1337, 495), (1336, 410, 1434, 507), (690, 417, 752, 489), (832, 426, 917, 510), (626, 419, 687, 488), (914, 414, 997, 491), (951, 342, 1004, 397), (991, 340, 1049, 398), (1090, 353, 1176, 413), (1128, 351, 1184, 410), (801, 302, 848, 354)]"
157,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Wout VAN AERT', 'Magnus SHEFFIELD', 'Stefan KÜNG']","['204', '204', '55', '72', '55', '72', '11', '11', '66', '9', '191']","[(1246, 410, 1342, 500), (1342, 410, 1439, 509), (693, 422, 756, 492), (833, 428, 915, 514), (630, 420, 691, 491), (916, 420, 1001, 504), (954, 343, 1004, 398), (991, 341, 1045, 400), (1088, 354, 1168, 418), (1129, 351, 1190, 412), (800, 303, 857, 357)]"
158,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Wout VAN AERT', 'Magnus SHEFFIELD', 'Neilson POWLESS', 'Stefan KÜNG']","['204', '204', '55', '72', '55', '72', '11', '11', '66', '96', '191']","[(1252, 409, 1348, 502), (1346, 410, 1443, 506), (696, 427, 757, 494), (838, 432, 918, 515), (631, 425, 693, 495), (919, 428, 1005, 509), (958, 342, 1002, 397), (989, 340, 1044, 399), (1082, 358, 1148, 428), (1135, 352, 1192, 416), (795, 303, 855, 359)]"
159,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Wout VAN AERT', 'Magnus SHEFFIELD', 'Neilson POWLESS', 'Stefan KÜNG']","['204', '204', '55', '72', '55', '72', '11', '11', '66', '96', '191']","[(1255, 410, 1347, 508), (1349, 408, 1448, 504), (699, 427, 760, 499), (840, 432, 927, 514), (634, 423, 696, 494), (925, 429, 1010, 510), (980, 337, 1042, 401), (989, 340, 1044, 399), (1083, 357, 1153, 426), (1140, 350, 1198, 414), (790, 300, 852, 358)]"
160,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Wout VAN AERT', 'Magnus SHEFFIELD', 'Neilson POWLESS', 'Stefan KÜNG']","['204', '204', '55', '72', '55', '72', '11', '11', '66', '96', '191']","[(1261, 409, 1356, 507), (1354, 407, 1452, 504), (702, 425, 765, 496), (847, 430, 932, 511), (636, 422, 699, 490), (931, 428, 1017, 509), (984, 335, 1044, 396), (989, 340, 1044, 399), (1083, 356, 1155, 427), (1136, 353, 1200, 413), (785, 298, 849, 355)]"
161,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Magnus SHEFFIELD', 'Neilson POWLESS', 'Stefan KÜNG', 'Stefan KÜNG']","['204', '204', '55', '72', '55', '72', '11', '66', '96', '191', '191']","[(1262, 409, 1361, 504), (1356, 406, 1455, 498), (705, 419, 771, 494), (849, 426, 936, 508), (638, 418, 704, 486), (936, 421, 1023, 507), (980, 334, 1044, 392), (1081, 357, 1153, 427), (1135, 352, 1197, 411), (778, 296, 838, 354), (830, 291, 886, 343)]"
162,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Magnus SHEFFIELD', 'Neilson POWLESS', 'Stefan KÜNG', 'Stefan KÜNG']","['204', '204', '55', '72', '55', '72', '11', '66', '96', '191', '191']","[(1262, 407, 1365, 504), (1358, 399, 1458, 493), (708, 418, 774, 491), (854, 423, 941, 506), (643, 417, 709, 484), (940, 420, 1028, 505), (977, 332, 1044, 393), (1078, 354, 1153, 426), (1137, 352, 1198, 412), (773, 296, 834, 354), (828, 294, 881, 346)]"
163,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Magnus SHEFFIELD', 'Neilson POWLESS', 'Stefan KÜNG', 'Stefan KÜNG']","['204', '204', '55', '72', '55', '72', '11', '66', '96', '191', '191']","[(1269, 406, 1367, 499), (1361, 398, 1463, 488), (711, 416, 779, 488), (857, 419, 950, 500), (647, 416, 711, 483), (946, 418, 1035, 503), (971, 330, 1043, 396), (1073, 349, 1147, 425), (1119, 346, 1191, 408), (770, 294, 831, 350), (825, 291, 882, 344)]"
164,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Magnus SHEFFIELD', 'Neilson POWLESS', 'Stefan KÜNG', 'Stefan KÜNG']","['204', '204', '55', '72', '55', '72', '11', '66', '96', '191', '191']","[(1273, 403, 1372, 495), (1369, 390, 1467, 484), (718, 415, 781, 487), (861, 419, 953, 504), (653, 417, 716, 485), (949, 418, 1037, 506), (970, 327, 1041, 392), (1126, 344, 1189, 406), (1119, 346, 1191, 408), (769, 293, 827, 348), (820, 292, 871, 342)]"
165,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Magnus SHEFFIELD', 'Neilson POWLESS', 'Stefan KÜNG', 'Stefan KÜNG']","['204', '204', '55', '72', '55', '72', '11', '66', '96', '191', '191', '662']","[(1275, 399, 1377, 494), (1374, 390, 1470, 482), (725, 414, 788, 486), (864, 427, 956, 513), (660, 418, 723, 486), (952, 419, 1043, 509), (968, 324, 1037, 388), (1126, 343, 1187, 404), (1119, 346, 1191, 408), (769, 290, 824, 343), (819, 290, 870, 341), (1070, 345, 1143, 417)]"
166,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Magnus SHEFFIELD', 'Stefan KÜNG', 'Stefan KÜNG']","['204', '204', '55', '72', '55', '72', '11', '66', '191', '191', '662']","[(1283, 397, 1380, 491), (1380, 389, 1474, 482), (731, 414, 799, 487), (868, 428, 960, 514), (668, 420, 730, 485), (958, 423, 1045, 510), (966, 320, 1035, 388), (1090, 343, 1180, 407), (764, 288, 820, 340), (813, 288, 868, 339), (1068, 343, 1141, 414)]"
167,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Magnus SHEFFIELD', 'Stefan KÜNG', 'Stefan KÜNG', 'Neilson POWLESS']","['204', '204', '55', '72', '55', '72', '11', '66', '191', '191', '662', '96']","[(1285, 391, 1383, 490), (1383, 387, 1476, 483), (734, 412, 801, 485), (871, 427, 964, 517), (673, 418, 734, 486), (959, 420, 1047, 505), (963, 317, 1030, 380), (1066, 343, 1133, 411), (764, 283, 819, 339), (807, 285, 864, 339), (1068, 343, 1141, 414), (1122, 342, 1185, 404)]"
168,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Magnus SHEFFIELD', 'Stefan KÜNG', 'Stefan KÜNG', 'Neilson POWLESS']","['204', '204', '55', '72', '55', '72', '11', '66', '191', '191', '662', '96']","[(1287, 390, 1385, 489), (1383, 386, 1479, 482), (742, 407, 808, 480), (874, 426, 963, 515), (677, 413, 738, 489), (961, 414, 1052, 499), (963, 317, 1030, 380), (1062, 341, 1134, 409), (760, 282, 811, 334), (802, 285, 859, 335), (1068, 343, 1141, 414), (1134, 341, 1189, 405)]"
169,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Magnus SHEFFIELD', 'Stefan KÜNG', 'Stefan KÜNG', 'Neilson POWLESS']","['204', '204', '55', '72', '55', '72', '11', '66', '191', '191', '96']","[(1289, 388, 1387, 483), (1384, 385, 1483, 480), (746, 404, 810, 480), (877, 421, 966, 511), (680, 412, 742, 486), (961, 409, 1054, 489), (963, 317, 1030, 380), (1060, 337, 1129, 407), (760, 282, 811, 334), (794, 281, 852, 334), (1120, 338, 1182, 401)]"
170,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Magnus SHEFFIELD', 'Stefan KÜNG', 'Stefan KÜNG', 'Neilson POWLESS']","['204', '204', '55', '72', '55', '72', '66', '191', '191', '96']","[(1288, 383, 1390, 481), (1388, 382, 1488, 480), (748, 401, 814, 479), (878, 414, 969, 508), (682, 407, 746, 483), (959, 405, 1056, 488), (1059, 334, 1125, 404), (790, 280, 848, 334), (794, 281, 852, 334), (1113, 331, 1176, 395)]"
171,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Magnus SHEFFIELD', 'Stefan KÜNG', 'Stefan KÜNG', 'Neilson POWLESS']","['204', '204', '55', '72', '55', '72', '66', '191', '191', '96']","[(1291, 379, 1390, 473), (1391, 381, 1493, 477), (751, 397, 819, 472), (881, 412, 971, 501), (685, 405, 749, 479), (963, 404, 1059, 484), (1066, 330, 1133, 393), (781, 277, 841, 333), (794, 281, 852, 334), (1102, 327, 1174, 389)]"
172,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Magnus SHEFFIELD', 'Stefan KÜNG', 'Neilson POWLESS']","['204', '204', '55', '72', '55', '72', '66', '191', '96']","[(1295, 377, 1390, 470), (1394, 374, 1494, 474), (752, 394, 819, 469), (882, 410, 974, 499), (686, 401, 748, 476), (963, 404, 1058, 484), (1068, 326, 1128, 388), (781, 277, 841, 333), (1103, 324, 1171, 387)]"
173,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Magnus SHEFFIELD', 'Stefan KÜNG', 'Neilson POWLESS', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '66', '191', '96', '67']","[(1300, 375, 1395, 469), (1394, 369, 1494, 469), (751, 393, 819, 472), (883, 409, 975, 498), (685, 399, 746, 475), (967, 403, 1062, 489), (1061, 320, 1131, 381), (781, 277, 841, 333), (1099, 318, 1164, 380), (626, 298, 685, 345)]"
174,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Magnus SHEFFIELD', 'Neilson POWLESS', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '66', '96', '67']","[(1302, 376, 1397, 470), (1399, 368, 1496, 467), (750, 394, 817, 471), (885, 408, 977, 496), (686, 399, 745, 472), (973, 405, 1064, 487), (1052, 322, 1115, 383), (1099, 319, 1161, 378), (630, 292, 693, 341)]"
175,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Magnus SHEFFIELD', 'Neilson POWLESS', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '66', '96', '67']","[(1303, 375, 1402, 472), (1401, 368, 1497, 466), (752, 392, 819, 471), (890, 407, 982, 492), (685, 396, 747, 472), (980, 403, 1074, 485), (1053, 320, 1114, 382), (1102, 319, 1161, 377), (634, 294, 689, 341)]"
176,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Magnus SHEFFIELD', 'Neilson POWLESS', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '66', '96', '67']","[(1307, 372, 1405, 471), (1404, 365, 1502, 459), (757, 392, 823, 468), (897, 402, 988, 491), (689, 394, 754, 462), (988, 403, 1085, 487), (1078, 319, 1147, 375), (1105, 320, 1157, 377), (622, 300, 683, 351)]"
177,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Magnus SHEFFIELD', 'Neilson POWLESS', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '66', '96', '67']","[(1307, 371, 1408, 469), (1410, 364, 1503, 455), (759, 389, 824, 467), (903, 400, 1000, 488), (694, 388, 757, 461), (995, 397, 1090, 484), (1069, 318, 1152, 372), (1105, 320, 1157, 377), (625, 303, 682, 356)]"
178,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Magnus SHEFFIELD', 'Neilson POWLESS', 'Connor SWIFT', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '66', '96', '67', '11']","[(1309, 368, 1410, 468), (1406, 362, 1507, 455), (763, 385, 829, 463), (908, 395, 1006, 482), (696, 385, 760, 460), (1002, 394, 1098, 480), (1063, 314, 1147, 370), (1105, 320, 1157, 377), (621, 311, 684, 367), (864, 297, 922, 360)]"
179,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Magnus SHEFFIELD', 'Connor SWIFT', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '66', '67', '11']","[(1311, 362, 1412, 462), (1404, 355, 1509, 448), (772, 383, 834, 458), (917, 395, 1013, 482), (700, 383, 764, 458), (1013, 392, 1105, 477), (1070, 307, 1147, 367), (616, 317, 682, 375), (859, 296, 918, 356)]"
180,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Magnus SHEFFIELD', 'Connor SWIFT', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '66', '67', '11']","[(1313, 356, 1413, 454), (1407, 349, 1512, 445), (773, 380, 844, 457), (929, 392, 1026, 479), (707, 383, 770, 459), (1020, 385, 1117, 473), (1082, 306, 1147, 363), (613, 316, 678, 371), (850, 292, 914, 358)]"
181,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Magnus SHEFFIELD', 'Connor SWIFT', 'Wout VAN AERT', 'Neilson POWLESS', 'Mathieu VAN DER POEL']","['204', '204', '55', '72', '55', '72', '66', '67', '11', '96', '1']","[(1314, 353, 1417, 447), (1412, 344, 1513, 442), (781, 378, 850, 454), (938, 389, 1032, 482), (716, 382, 779, 454), (1030, 383, 1127, 471), (1048, 299, 1106, 356), (613, 307, 679, 365), (847, 289, 905, 354), (1090, 304, 1148, 364), (893, 281, 949, 345)]"
182,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Magnus SHEFFIELD', 'Connor SWIFT', 'Wout VAN AERT', 'Neilson POWLESS', 'Mathieu VAN DER POEL', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '66', '67', '11', '96', '1', '11']","[(1315, 346, 1415, 444), (1413, 340, 1511, 442), (789, 372, 856, 452), (947, 386, 1040, 484), (722, 378, 787, 452), (1032, 379, 1132, 467), (1085, 298, 1146, 362), (611, 294, 679, 352), (843, 284, 907, 350), (1090, 304, 1148, 364), (892, 277, 949, 341), (663, 279, 722, 334)]"
